,PROPERTY VALUE,ONTOLOGY TERM LABEL(S),ONTOLOGY TERM(S),ONTOLOGY(S),SOURCE(S),ontology_uri
526,Apple rootstock virus A,Apple rootstock virus A,NCBITaxon_2563012,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2563012
527,Apricot vein clearing associated virus,Apricot vein clearing associated virus,NCBITaxon_1343920,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1343920
528,Arachis virus Y,Arachis virus Y,NCBITaxon_2760840,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2760840
529,Araecerus fasciculatus,Araecerus fasciculatus,NCBITaxon_251759,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_251759
530,Arboridia kakogawana,Arboridia kakogawana,NCBITaxon_2699287,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2699287
531,Arceuthobium abietis-religiosae,Arceuthobium abietis-religiosae,NCBITaxon_35976,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_35976
532,Arceuthobium bicarinatum,Arceuthobium bicarinatum,NCBITaxon_35979,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_35979
533,Arceuthobium chinense,Arceuthobium chinense,NCBITaxon_229697,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_229697
534,Arceuthobium cubense,Arceuthobium,NCBITaxon_27219,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_27219
535,Arceuthobium dacrydii,Arceuthobium,NCBITaxon_27219,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_27219
536,Arceuthobium globosum,Arceuthobium globosum,NCBITaxon_35985,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_35985
537,Arceuthobium guatemalense,Arceuthobium guatemalense,NCBITaxon_35986,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_35986
538,Arceuthobium hondurense,Arceuthobium hondurense,NCBITaxon_151896,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_151896
539,Arceuthobium littorum,Arceuthobium littorum,NCBITaxon_229686,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_229686
540,Arceuthobium monticola,Arceuthobium monticola,NCBITaxon_229687,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_229687
541,Arceuthobium pendens,Arceuthobium pendens,NCBITaxon_35990,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_35990
542,Arceuthobium rubrum,Arceuthobium rubrum,NCBITaxon_35992,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_35992
543,Arceuthobium siskiyouense,Arceuthobium siskiyouense,NCBITaxon_229690,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_229690
544,Arceuthobium strictum,Arceuthobium strictum,NCBITaxon_35993,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_35993
545,Arceuthobium tibetense,Arceuthobium tibetense,NCBITaxon_229702,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_229702
546,Arceuthobium verticilliflora,Arceuthobium,NCBITaxon_27219,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_27219
547,Arceuthobium yecorense,Arceuthobium yecorense,NCBITaxon_229692,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_229692
548,Arcte coerula,Arcte coerula,NCBITaxon_1078805,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1078805
549,Areca palm necrotic ringspot virus,Areca palm necrotic ringspot virus,NCBITaxon_2306727,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2306727
550,Areca palm necrotic spindle-spot virus,Areca palm necrotic spindle-spot virus,NCBITaxon_2306623,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2306623
551,Arge pullata,Arge pullata,NCBITaxon_1384778,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1384778
552,Arhopalus rusticus,Arhopalus rusticus,NCBITaxon_256647,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_256647
553,Armillaria heimii,Armillaria heimii,NCBITaxon_108573,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_108573
554,Armillaria tabescens,Armillaria tabescens,NCBITaxon_47431,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_47431
555,Aroga trialbamaculella,Aroga trialbamaculella,NCBITaxon_1178187,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1178187
556,Artemisia virus B,Artemisia virus B,NCBITaxon_2812730,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2812730
557,Arundo donax,Arundo donax,NCBITaxon_35708,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_35708
558,Ash shoestring-associated emaravirus,Ash shoestring-associated emaravirus,NCBITaxon_2854797,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2854797
559,Ashitaba mosaic virus,Ashitaba mosaic virus,NCBITaxon_2810133,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2810133
560,ASIAN PRUNUS VIRUS 1,Asian prunus virus 1,NCBITaxon_351427,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_351427
561,ASIAN PRUNUS VIRUS 2,Asian prunus virus 2,NCBITaxon_351426,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_351426
562,Asian Prunus virus 3,Asian prunus virus 3,NCBITaxon_351428,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_351428
563,Asphondylia daphnandrae,Asphondylia daphnandrae,NCBITaxon_2528431,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2528431
564,Aspidiella sacchari,Aspidiella sacchari,NCBITaxon_340521,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_340521
565,Aspidiotus cryptomeriae,Aspidiotus cryptomeriae,NCBITaxon_698877,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_698877
566,Atherigona orientalis,Atherigona orientalis,NCBITaxon_371200,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_371200
567,Atherigona reversura,Atherigona reversura,NCBITaxon_1072489,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1072489
568,Atrichonotus taeniatulus,Atrichonotus taeniatulus,NCBITaxon_2479010,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2479010
569,Atripes paspali,Atripes paspali,NCBITaxon_2681331,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2681331
570,Aulacaspis tubercularis,Aulacaspis tubercularis,NCBITaxon_861332,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_861332
571,Aurantiosacculus castaneae,Aurantiosacculus castaneae,NCBITaxon_2233840,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2233840
572,Aureobasidium melanogenum,Aureobasidium melanogenum,NCBITaxon_46634,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_46634
573,Australian grapevine viroid,Australian grapevine viroid,NCBITaxon_190810,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_190810
574,Austropuccinia psidii,Austropuccinia psidii,NCBITaxon_181123,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_181123
575,Autographa californica,Autographa californica,NCBITaxon_572729,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_572729
576,Avena fatua,Avena fatua,NCBITaxon_4499,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_4499
577,Avocado sunblotch viroid,Avocado sunblotch viroid,NCBITaxon_12896,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_12896
578,Ayyaria chaetophora,Ayyaria chaetophora,NCBITaxon_1291247,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1291247
579,Bactericera nigricornis,Bactericera nigricornis,NCBITaxon_2060779,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2060779
580,Bactericera trigonica,Bactericera trigonica,NCBITaxon_1100831,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1100831
581,Bactra bactrana,Bactra bactrana,NCBITaxon_2316829,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2316829
582,Bactrocera musae,Bactrocera musae,NCBITaxon_98807,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_98807
583,Bagrada hilaris,Bagrada hilaris,NCBITaxon_1690043,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1690043
584,Banana bract mosaic virus,Banana bract mosaic virus,NCBITaxon_45661,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_45661
585,Banana bunchy top virus,Banana bunchy top virus,NCBITaxon_12585,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_12585
586,Banana streak virus,Banana streak virus,NCBITaxon_69577,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_69577
587,Barleria chlorosis-associated virus,Yerba mate chlorosis-associated virus,NCBITaxon_2487100,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2487100
588,Barleria polerovirus 1,Barleria polerovirus 1,NCBITaxon_2838079,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2838079
589,Barley virus G,Barley virus G,NCBITaxon_1825924,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1825924
590,Batocera rubus,Batocera rubus,NCBITaxon_584591,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_584591
591,Batrachedra enormis,Batrachedra enormis,NCBITaxon_347709,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_347709
592,Bean bushy stunt virus,Bean bushy stunt virus,NCBITaxon_2720886,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2720886
593,Bean necrotic mosaic virus,Bean necrotic mosaic virus,NCBITaxon_1033976,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1033976
594,Beet Curly Top Iran Virus,Beet curly top Iran virus,NCBITaxon_391228,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_391228
595,Beet soil-borne mosaic virus,Beet soil-borne mosaic virus,NCBITaxon_76343,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_76343
596,Begonia flower breaking virus,Begonia flower breaking virus,NCBITaxon_588752,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_588752
597,Bell pepper alphaendornavirus,Bell pepper alphaendornavirus,NCBITaxon_354328,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_354328
598,Bell pepper mottle virus,Bell pepper mottle virus,NCBITaxon_368735,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_368735
599,Bipolaris adikaramae,Bipolaris adikaramae,NCBI:txid2984048,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBI:txid2984048
600,Bipolaris gigantea,Bipolaris gigantea,NCBITaxon_2695822,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2695822
601,Bipolaris petchii,Bipolaris petchii,NCBI:txid2984049,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBI:txid2984049
602,Biscogniauxia rosacearum,Biscogniauxia rosacearum,NCBITaxon_1765962,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1765962
603,Bitylenchus aerolatus,Bitylenchus,NCBITaxon_293577,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_293577
604,Bitylenchus dubius,Bitylenchus dubius,NCBITaxon_293578,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_293578
605,Bitylenchus ventrosignatus,Bitylenchus ventrosignatus,NCBITaxon_1550053,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1550053
606,Black currant-associated rhabdovirus,Ribes nigrum,NCBITaxon_78511,http://purl.obolibrary.org/obo/,http://www.ebi.ac.uk/efo/efo.owl,http://purl.obolibrary.org/obo/NCBITaxon_78511
607,Black mulberry idaeovirus,Black mulberry idaeovirus,NCBITaxon_2823523,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2823523
608,Black raspberry cryptic virus,Black raspberry cryptic virus,NCBITaxon_463391,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_463391
609,Blackberry chlorotic ringspot virus,Blackberry chlorotic ringspot virus,NCBITaxon_339420,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_339420
610,Blackberry vein banding-associated virus,Blackberry vein banding-associated virus,NCBITaxon_1381464,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1381464
611,Blackberry virus E,Blackberry virus E,NCBITaxon_1043184,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1043184
612,Blackberry virus F,Blackberry virus F,NCBITaxon_2560349,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2560349
613,Blackberry virus S,Blackberry virus S,NCBITaxon_670883,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_670883
614,Blackberry virus Y,Blackberry virus Y,NCBITaxon_323118,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_323118
615,Blackberry yellow vein-associated virus,Blackberry yellow vein-associated virus,NCBITaxon_404196,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_404196
616,Blackcurrant waikavirus A,Blackcurrant waikavirus A,NCBITaxon_1569061,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1569061
617,Blissus insularis,Blissus insularis,NCBITaxon_1202958,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1202958
618,Blueberry latent virus,Blueberry latent virus,NCBITaxon_430710,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_430710
619,Blueberry necrotic ring blotch virus,Blueberry necrotic ring blotch virus,NCBITaxon_1094249,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1094249
620,Blueberry scorch virus,Blueberry scorch virus,NCBITaxon_31722,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_31722
621,Boleodorus thylactus,Boleodorus thylactus,NCBITaxon_288505,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_288505
622,Botryosphaeria australis,Botryosphaeria,NCBITaxon_45132,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_45132
623,Botryosphaeria dolichospermatii,Botryosphaeria dolichospermatii,NCBITaxon_2848969,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2848969
624,Botryosphaeria fujianensis,Botryosphaeria fujianensis,NCBITaxon_2848968,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2848968
625,Botryotinia fuckeliana,Botryotinia fuckeliana,NCBITaxon_40559,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_40559
626,Botrytis medusae,Botrytis medusae,NCBITaxon_2499830,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2499830
627,Bracharoa mixta,Bracharoa mixta,NCBITaxon_2762438,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2762438
628,Brachyplatys subaeneus,Brachyplatys subaeneus,NCBITaxon_355284,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_355284
629,Bradyrhizobium elkanii,Bradyrhizobium elkanii,NCBITaxon_29448,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_29448
630,Bradyrhizobium japonicum,Bradyrhizobium japonicum,NCBITaxon_375,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_375
631,Brassica campestris chinensis coguvirus 1,Brassica campestris chinensis coguvirus 1,NCBITaxon_2894929,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2894929
632,Brenneria goodwinii,Brenneria goodwinii,NCBITaxon_1109412,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1109412
633,Brenneria izadpanahii,Brenneria izadpanahii,NCBITaxon_2722756,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2722756
